,Unnamed: 0,#,Price,Bed,Bath,Sqft,Property Type,Subdivision,Quiet,Elementary schools,Parks,Car friendly,Grocery stores,Pedestrian friendly,Coffee Shops,Transit friendly,Daycares,Restaurants,Cycling friendly,Vibrancy,Shopping,High schools,Nightlife
2133,2370,2370,799000.0,2,2,850.0,Condo,Highgate,4,9,8,6,9,7,6,7,9,7,5,3,7,2,4
2134,2371,2371,670000.0,2,2,882.0,Condo,South Marine,4,4,10,9,6,5,4,6,3,5,5,2,4,1,1
2135,2372,2372,2988000.0,4,4,2009.0,Condo/Townhome,University VW,10,5,10,7,9,5,6,7,7,5,3,2,3,9,4
2136,2373,2373,6000000.0,8,6,6613.0,Single Family,Kerrisdale,8,6,8,5,9,6,5,7,9,5,6,3,4,8,3
2137,2374,2374,2588000.0,5,3,2659.0,Single Family,Knight,4,10,7,4,9,8,5,8,8,6,7,4,5,6,4
2138,2375,2375,768000.0,2,1,648.0,Condo,Brentwood Park,8,7,8,8,7,6,5,7,10,6,4,3,6,3,3
2139,2376,2376,2668000.0,9,7,5254.0,Single Family,Fraserview VE,9,9,8,5,7,6,5,6,10,5,6,3,4,5,2
2140,2378,2378,1150000.0,2,2,774.0,Condo,University VW,9,4,10,7,8,5,5,5,6,4,3,2,3,8,4
2141,2379,2379,1788000.0,5,4,1980.0,Single Family,Collingwood VE,9,10,8,5,8,8,5,8,9,7,7,4,6,8,4
2142,2380,2380,4128000.0,4,5,2879.0,Single Family,MacKenzie Heights,9,8,8,6,5,6,5,6,7,6,6,3,6,8,2
2143,2381,2381,725000.0,2,2,956.0,Condo,Forest Glen BS,2,10,8,5,10,9,6,8,10,7,5,5,10,8,4
2144,2382,2382,768888.0,2,2,828.0,Condo,Marpole,5,9,8,7,9,9,6,7,8,6,5,3,6,2,1
2145,2384,2384,2200000.0,7,4,2177.0,Single Family,Hastings Sunrise,0,10,8,8,9,10,6,8,10,7,8,5,7,9,4
2146,2386,2386,1149000.0,1,1,551.0,Condo,Dundarave,5,9,9,8,9,7,6,5,10,5,2,3,6,2,4
2147,2387,2387,1018800.0,2,2,893.0,Condo,Metrotown,6,9,9,5,9,8,6,8,9,7,5,4,9,10,3
2148,2388,2388,1599000.0,2,2,1272.0,Condo,West End VW,7,8,10,3,10,10,8,9,9,9,8,7,9,9,6
2149,2389,2389,2428000.0,2,3,1737.0,Condo,Kerrisdale,9,8,8,4,9,8,6,7,9,6,6,4,7,8,2
2150,2390,2390,1249900.0,3,3,1140.0,Single Family,Victoria VE,6,8,7,4,10,10,6,8,8,7,7,4,6,8,2
2151,2391,2391,3680000.0,6,3,2851.0,Single Family,Kerrisdale,9,10,8,5,7,6,6,7,9,5,5,3,4,9,1
2152,2392,2392,679000.0,1,1,783.0,Condo,Highgate,8,7,8,5,9,8,6,7,7,6,4,4,6,6,3
2153,2393,2393,3600000.0,2,2,1798.0,Condo,West End VW,7,8,9,2,10,10,9,9,8,9,7,7,10,9,7
2154,2394,2394,2698000.0,7,3,2031.0,Single Family,Renfrew Heights,10,8,8,6,9,7,4,9,8,6,6,3,6,7,2
2155,2395,2395,659000.0,1,1,559.0,Condo,Brentwood Park,7,5,10,8,8,6,6,8,9,6,2,3,7,5,3
2156,2396,2396,946000.0,1,1,555.0,Condo,West End VW,7,9,10,3,10,10,9,9,6,9,9,7,10,7,7
2157,2397,2397,2698000.0,5,4,2026.0,Single Family,Renfrew Heights,10,8,8,6,9,7,4,9,8,6,6,3,6,7,2
2158,2398,2398,2580000.0,4,2,2388.0,Single Family,West Bay,4,8,10,10,2,3,2,3,8,3,2,1,2,0,1
2159,2399,2399,2437000.0,2,3,2287.0,Condo,Coal Harbour,5,8,9,4,10,10,9,10,9,9,7,7,10,8,7
2160,2400,2400,4688000.0,7,8,3538.0,Single Family,Dunbar,8,10,10,5,3,7,5,7,10,6,7,3,5,5,2
2161,2401,2401,419000.0,1,1,470.0,Single Family,Coal Harbour,6,6,9,3,9,10,9,9,8,9,6,7,10,8,10
2162,2402,2402,1898888.0,5,4,2057.0,Single Family,Collingwood VE,8,8,8,6,9,8,4,8,9,7,7,4,6,10,3
2163,2403,2403,2698000.0,4,3,1596.0,Single Family,Kitsilano,6,9,8,3,9,10,6,8,8,7,9,5,7,9,4
2164,2404,2404,5678000.0,5,6,5887.0,Single Family,British Properties,9,1,10,10,0,2,2,3,1,3,2,1,4,0,0
2165,2405,2405,2399000.0,4,2,2488.0,Single Family,Central Lonsdale,10,8,10,7,7,7,5,5,9,6,5,3,4,8,3
2166,2406,2406,1799000.0,2,2,1932.0,Single Family,Parkcrest,9,8,9,8,6,5,4,6,8,5,4,2,5,8,1
2167,2407,2407,768000.0,1,1,720.0,Condo,Downtown VW,5,9,8,3,10,10,10,10,10,9,8,9,10,8,10
2168,2410,2410,1714900.0,3,2,1370.0,Condo,Collingwood VE,3,9,8,7,10,10,5,9,9,7,7,4,6,6,3
2169,2411,2411,3499000.0,4,2,1546.0,Single Family,Renfrew VE,4,9,8,10,8,7,6,9,8,6,6,3,6,7,2
2170,2412,2412,2680000.0,2,2,1131.0,Condo,West End VW,7,8,9,2,10,10,9,9,8,9,7,7,10,9,7
2171,2413,2413,1272000.0,3,2,1088.0,Townhome,Fraser VE,9,9,7,3,9,10,8,8,10,9,9,6,9,8,5
2172,2414,2414,1382800.0,4,3,1200.0,Townhome,Knight,4,10,8,6,9,10,6,9,9,8,8,5,7,8,3
2173,2415,2415,1490000.0,2,2,1104.0,Condo,Yaletown,6,9,8,3,10,10,9,9,9,9,8,8,10,8,7
2174,2416,2416,3788000.0,5,5,2923.0,Single Family,Dunbar,9,9,9,5,4,7,5,5,9,6,7,3,5,4,2
2175,2417,2417,3100000.0,2,1,825.0,Single Family,Collingwood VE,4,8,8,6,8,7,5,8,8,6,5,3,7,3,1
2176,2418,2418,3016000.0,3,3,2420.0,Single Family,Collingwood VE,4,8,8,6,8,7,5,8,8,6,5,3,7,3,1
2177,2419,2419,669000.0,1,1,703.0,Condo,Brentwood Park,3,7,9,8,9,7,6,8,9,7,4,3,7,3,4
2178,2420,2420,638000.0,2,1,845.0,Condo,Metrotown,9,8,9,5,8,8,6,10,9,7,4,4,8,4,3
2179,2421,2421,2500000.0,3,2,1050.0,Single Family,Renfrew VE,6,9,8,7,9,8,5,7,9,7,7,4,6,8,2
2180,2422,2422,3450000.0,6,4,2530.0,Single Family,Collingwood VE,4,8,8,6,8,7,5,8,8,6,5,3,7,3,1
2181,2423,2423,3950000.0,2,2,1808.0,Single Family,Collingwood VE,4,8,8,6,8,7,5,8,8,6,5,3,7,3,1
2182,2424,2424,1390000.0,2,2,1099.0,Condo,Yaletown,4,9,8,2,10,10,9,9,9,9,8,8,10,8,7
2183,2425,2425,790000.0,1,1,527.0,Condo,Kitsilano,7,9,9,4,10,10,7,8,9,8,8,6,9,9,4
2184,2426,2426,1099000.0,2,2,930.0,Condo,South Cambie,5,8,9,6,5,6,4,7,6,6,5,3,6,8,1
2185,2427,2427,695000.0,1,1,526.0,Condo,Coal Harbour,6,8,8,2,10,10,9,10,9,9,6,8,10,8,7
2186,2428,2428,968800.0,2,2,1103.0,Condo,Yaletown,3,9,10,3,10,10,10,10,10,9,8,9,10,9,8
2187,2429,2429,868000.0,1,1,601.0,Condo,Downtown VW,5,8,8,3,10,10,10,10,9,9,8,9,10,9,9
2188,2430,2430,1299000.0,4,2,1550.0,Single Family,Upper Lonsdale,10,9,10,8,8,6,6,4,10,6,1,3,4,5,3
2189,2431,2431,1038800.0,2,2,848.0,Condo,Metrotown,6,9,9,5,9,8,6,8,9,7,5,4,9,10,3
2190,2432,2432,1999000.0,5,3,2510.0,Single Family,Grandview Woodland,4,9,10,7,9,10,7,9,8,8,9,5,7,9,3
2191,2433,2433,2480000.0,6,4,2028.0,Single Family,Main,6,9,7,5,9,8,6,8,8,7,6,4,7,8,3
2192,2434,2434,5380000.0,5,5,3532.0,Single Family,Point Grey,9,8,10,5,9,8,6,7,9,6,7,3,4,8,2
2193,2435,2435,1370000.0,3,3,1000.0,Single Family,Renfrew VE,1,8,8,8,9,5,5,7,6,6,6,3,5,8,3
2194,2436,2436,1228000.0,3,3,1288.0,Condo/Townhome,Edmonds BE,8,9,10,7,8,7,5,9,9,6,4,4,6,5,3
2195,2439,2439,2500000.0,5,2,2370.0,Single Family,Grandview Woodland,8,9,7,5,9,9,6,8,10,7,9,5,7,8,3
2196,2440,2440,4886000.0,7,7,4476.0,Single Family,South Granville,5,10,9,5,3,7,5,8,8,6,6,3,6,10,1
2197,2442,2442,1898000.0,5,4,2945.0,Single Family,South Slope,9,9,8,6,8,6,4,7,10,6,3,3,7,8,2
2198,2443,2443,1280000.0,2,3,1014.0,Single Family,Knight,4,10,9,4,9,10,6,8,9,8,8,5,7,7,3
2199,2444,2444,3450000.0,5,7,5324.0,Single Family,Eagle Harbour,9,4,7,10,1,2,1,0,0,2,1,1,2,1,1
2200,2445,2445,2330000.0,4,2,1786.0,Single Family,Knight,9,10,8,4,8,8,6,7,9,7,7,4,5,3,4
2201,2446,2446,759000.0,2,1,805.0,Condo,South Marine,0,3,9,8,9,5,6,5,3,5,5,2,5,0,1
2202,2447,2447,770000.0,2,1,619.0,Condo,Pemberton NV,3,5,9,10,8,7,5,7,8,6,4,3,7,1,2
2203,2448,2448,2258000.0,3,2,1524.0,Condo,Yaletown,5,9,8,3,10,10,10,10,10,9,8,9,10,8,9
2204,2449,2449,2960000.0,7,7,1945.0,Single Family,Main,8,10,7,5,9,9,5,7,9,7,7,4,7,7,3
2205,2450,2450,3988000.0,4,3,2925.0,Single Family,Cypress,9,9,10,10,1,2,1,3,9,2,2,1,1,2,3
2206,2451,2451,3099000.0,2,2,1825.0,Condo,Central Lonsdale,0,9,10,6,10,9,6,7,9,7,6,5,5,9,4
2207,2452,2452,2500000.0,4,3,2297.0,Condo/Townhome,Grandview Woodland,4,9,7,5,9,9,6,8,10,7,9,5,7,7,3
2208,2453,2453,705900.0,2,1,830.0,Condo,Highgate,8,8,8,6,9,8,6,8,8,7,4,4,7,4,4
2209,2456,2456,2500000.0,4,3,2235.0,Condo/Townhome,Grandview Woodland,4,9,7,5,9,9,6,8,10,7,9,5,7,7,3
2210,2457,2457,2850000.0,5,4,2355.0,Single Family,Grandview Woodland,5,10,10,4,10,10,8,8,9,8,9,6,8,9,4
2211,2458,2458,2980000.0,5,3,2703.0,Single Family,Kitsilano,6,8,8,6,8,9,6,7,8,7,8,4,7,9,3
2212,2459,2459,1989000.0,6,2,2535.0,Single Family,Grandview Woodland,4,9,7,7,9,10,7,8,10,8,9,5,8,7,3
2213,2460,2460,3100000.0,4,2,2141.0,Single Family,Marpole,9,8,8,6,8,7,5,7,9,6,6,3,6,8,1
2214,2461,2461,2500000.0,4,3,1850.0,Single Family,Renfrew VE,6,9,8,7,9,8,5,7,9,7,7,4,6,8,2
2215,2462,2462,3268000.0,3,3,1960.0,Condo,Oakridge VW,9,9,8,5,4,7,5,8,9,6,7,4,7,8,1
2216,2464,2464,5198000.0,2,3,1890.0,Condo,Coal Harbour,6,9,9,5,10,10,10,10,10,9,5,7,10,8,7
2217,2466,2466,6280000.0,7,7,4382.0,Single Family,Point Grey,9,10,10,5,5,6,5,6,5,6,7,3,5,9,2
2218,2467,2467,1449000.0,1,2,883.0,Condo,False Creek,6,8,8,2,9,10,9,10,10,9,7,8,10,8,6
2219,2468,2468,3349900.0,3,2,1527.0,Condo,Dunbar,9,8,9,6,8,8,6,8,8,5,5,3,3,8,1
2220,2469,2469,4900000.0,6,5,3562.0,Single Family,Kerrisdale,10,10,8,5,9,7,5,6,9,6,7,3,6,9,3
2221,2470,2470,1999900.0,2,3,1243.0,Condo,Dunbar,9,8,9,6,8,8,6,8,8,5,5,3,3,8,1
2222,2471,2471,2549000.0,3,3,2606.0,Single Family,Cambie,7,10,8,4,9,10,7,9,10,8,8,6,9,4,4
2223,2474,2474,3699000.0,7,4,2495.0,MultiFamily,Marpole,2,9,8,8,9,8,6,7,9,6,5,3,7,3,1
2224,2475,2475,4500000.0,7,5,4131.0,Single Family,South Granville,3,9,8,8,6,7,6,8,8,6,6,3,6,9,2
2225,2476,2476,1795000.0,5,2,1833.0,Single Family,South Vancouver,8,9,7,4,7,7,3,6,9,6,6,3,5,8,2
2226,2477,2477,949000.0,2,2,1337.0,Condo,Metrotown,6,7,8,6,10,9,6,9,9,7,5,4,10,7,4
2227,2478,2478,1448000.0,3,2,1350.0,Single Family,Upper Lonsdale,9,9,10,8,9,7,6,4,9,6,1,3,6,6,3
2228,2480,2480,2228000.0,8,4,2824.0,Single Family,Grandview Woodland,4,9,7,7,9,10,7,8,10,8,9,5,8,6,4
2229,2481,2481,1450000.0,5,3,1737.0,Single Family,Renfrew Heights,6,9,8,7,8,7,5,8,5,6,6,3,6,9,1
2230,2482,2482,1999000.0,3,2,1361.0,Condo,Lower Lonsdale,7,7,10,7,9,8,6,5,9,7,6,4,4,7,4
2231,2483,2483,5490000.0,9,5,4489.0,Single Family,South Granville,9,8,8,6,7,6,5,7,10,6,6,3,6,8,4
2232,2484,2484,769900.0,2,2,721.0,Condo,Downtown VW,2,9,8,4,10,10,10,10,8,10,6,9,10,10,9
2233,2486,2486,4100000.0,4,3,3130.0,Single Family,South Granville,3,9,8,8,6,7,6,8,8,6,6,3,6,9,2
2234,2488,2488,1599000.0,4,2,1792.0,Single Family,Hastings Sunrise,8,9,7,6,9,8,6,7,10,7,7,4,6,9,4
2235,2489,2489,1990000.0,4,4,1853.0,Single Family,Fraserview VE,8,9,8,4,7,8,3,7,9,6,6,3,5,9,1
2236,2490,2490,3998000.0,8,9,5270.0,Single Family,Boulevard,7,9,10,9,6,6,4,5,10,5,3,3,4,10,2
2237,2491,2491,1799000.0,4,2,1410.0,Single Family,Victoria VE,6,8,8,5,8,9,6,9,9,7,7,4,6,10,2
2238,2492,2492,799000.0,1,1,518.0,Condo,Yaletown,3,10,9,2,10,10,9,10,10,9,8,8,10,8,8
2239,2493,2493,946000.0,2,2,801.0,Condo,University VW,9,3,10,8,7,4,5,6,5,4,3,2,3,7,4
2240,2494,2494,525000.0,1,1,651.0,Condo,Hastings,4,9,8,8,10,10,6,8,9,7,8,5,7,8,4
2241,2495,2495,4988000.0,5,6,4276.0,Single Family,Dundarave,10,10,9,8,8,6,6,3,10,4,3,2,5,4,4
2242,2497,2497,690000.0,1,1,555.0,Condo,Brentwood Park,8,7,8,8,7,6,5,7,10,6,4,3,6,3,3
2243,2498,2498,1499000.0,4,2,1595.0,Single Family,Knight,9,10,10,3,10,10,6,8,9,8,8,5,7,5,3
2244,2500,2500,830000.0,1,1,660.0,Condo,Cambie,4,9,9,6,8,10,7,10,9,8,8,5,9,5,4
2245,2501,2501,5000000.0,6,4,2839.0,Single Family,South Granville,4,8,8,6,6,6,5,8,10,6,6,3,6,8,3
2246,2506,2506,2275000.0,4,3,1954.0,Single Family,Collingwood VE,7,10,8,5,9,8,4,8,10,7,6,4,6,8,2
2247,2507,2507,1599999.0,4,4,1566.0,Townhome,Grandview Woodland,2,9,8,6,9,10,7,10,9,8,9,5,7,8,4
2248,2508,2508,2275000.0,4,3,2371.0,Single Family,Collingwood VE,7,10,8,5,9,8,4,8,10,7,6,4,6,8,2
2249,2509,2509,2275000.0,6,4,2114.0,Single Family,Collingwood VE,7,10,8,5,9,8,4,8,10,7,6,4,6,8,2
2250,2512,2512,3480000.0,3,1,1314.0,Single Family,Kerrisdale,10,8,8,5,9,7,6,6,9,6,6,3,6,10,4
2251,2513,2513,1699888.0,5,3,1830.0,Single Family,South Vancouver,4,8,7,6,7,6,6,7,9,6,6,3,5,2,4
2252,2515,2515,2888000.0,5,5,2668.0,Single Family,Mount Pleasant VE,6,9,9,3,10,10,7,9,9,9,9,6,8,6,4
2253,2516,2516,3490000.0,3,3,1545.0,Condo,Coal Harbour,7,7,9,3,9,10,9,9,8,9,7,7,10,9,7
2254,2517,2517,4680000.0,4,3,2528.0,Condo,Coal Harbour,9,8,8,3,10,10,9,9,10,9,5,7,10,8,7
2255,2518,2518,488000.0,1,1,643.0,Condo,Pemberton NV,10,3,9,8,6,6,4,4,7,5,3,3,6,0,1
2256,2519,2519,4688000.0,6,6,5090.0,Single Family,South Granville,5,8,8,7,3,6,5,7,9,6,6,3,6,9,1
2257,2521,2521,1399999.0,6,4,2425.0,Single Family,Fraser VE,8,9,7,4,9,9,5,7,9,7,7,4,6,6,2
2258,2522,2522,4399888.0,6,6,4389.0,Single Family,Cambie,5,8,9,7,7,7,6,7,8,7,6,4,7,10,2
2259,2523,2523,2100000.0,4,4,2524.0,Condo/Townhome,University VW,10,4,10,7,8,5,5,5,6,4,3,2,3,8,4
2260,2524,2524,4790000.0,5,5,4499.0,Single Family,British Properties,10,2,8,10,0,2,1,2,0,3,2,1,3,1,1
2261,2527,2527,1849800.0,6,3,3125.0,Single Family,Upper Deer Lake,9,10,10,7,8,6,6,7,8,6,5,3,7,4,4
2262,2529,2529,1200000.0,1,1,751.0,Townhome,West End VW,5,10,9,3,10,10,9,10,8,9,8,8,10,9,8
2263,2530,2530,4590000.0,4,5,4621.0,Single Family,South Granville,9,8,8,7,5,6,5,6,8,6,6,3,6,8,1
2264,2531,2531,929000.0,2,2,821.0,Condo,Brentwood Park,7,6,9,8,9,6,6,8,8,6,4,3,7,4,3
2265,2534,2534,4198000.0,10,8,5087.0,Single Family,Killarney VE,8,9,8,5,9,7,6,8,10,6,7,3,6,9,3
2266,2535,2535,1680000.0,4,2,1650.0,Single Family,Collingwood VE,6,10,8,7,9,8,4,9,8,6,6,4,7,7,2
2267,2536,2536,1699900.0,3,3,1419.0,Townhome,Marpole,9,9,9,6,8,6,5,7,8,6,6,3,6,7,1
2268,2537,2537,2900000.0,7,7,4585.0,Single Family,Forest Glen BS,9,8,9,7,8,7,5,7,8,6,4,3,8,7,3
2269,2538,2538,1650000.0,3,3,1256.0,Townhome,South Granville,5,10,8,8,8,8,6,7,8,6,6,3,6,5,1
2270,2539,2539,5498000.0,11,8,5022.0,Single Family,Oakridge VW,4,8,8,5,5,7,5,9,10,6,7,4,7,7,1
2271,2540,2540,1499000.0,2,2,1017.0,Condo,Yaletown,7,10,8,2,10,10,9,10,10,9,7,8,10,7,7
2272,2541,2541,1269900.0,2,2,880.0,Condo,Central Lonsdale,0,9,10,6,10,9,6,7,9,7,6,5,5,9,4
2273,2542,2542,4380000.0,2,3,2172.0,Condo,Yaletown,4,9,9,2,10,10,9,9,10,9,9,8,10,7,7
2274,2543,2543,689000.0,1,1,615.0,Condo,Downtown VW,3,9,7,3,10,10,10,10,9,10,8,9,10,10,8
2275,2544,2544,2998800.0,2,3,3241.0,Condo,Forest Glen BS,7,9,8,5,10,9,7,8,10,8,5,5,10,7,4
2276,2545,2545,1249000.0,2,2,1266.0,Condo,Lower Lonsdale,8,10,10,5,9,8,6,6,9,7,7,4,5,9,3
2277,2546,2546,4880000.0,6,5,4032.0,Single Family,Dunbar,10,10,10,7,2,5,5,4,9,5,6,2,3,9,1
2278,2547,2547,1638000.0,2,2,1028.0,Condo,West End VW,0,9,8,2,10,10,10,10,9,9,7,8,10,8,9
2279,2548,2548,699000.0,2,2,831.0,Condo,South Slope,10,10,9,7,6,6,4,7,10,6,3,3,6,6,2
2280,2549,2549,2700000.0,2,3,1836.0,Condo/Townhome,Downtown VW,5,10,9,2,10,10,10,10,9,9,8,9,10,10,9
2281,2550,2550,1598000.0,2,3,1422.0,Condo/Townhome,Oakridge VW,9,9,8,5,4,7,5,8,9,6,7,4,7,8,1
2282,2551,2551,2298000.0,5,5,2537.0,Single Family,South Vancouver,8,9,7,4,9,8,5,8,6,6,6,4,5,8,3
2283,2553,2553,5280000.0,3,3,2144.0,Condo,Kerrisdale,3,10,9,2,10,10,9,10,10,9,8,8,10,8,8
2284,2554,2554,1298000.0,2,2,1157.0,Condo,University VW,5,5,10,8,5,4,5,5,5,4,3,2,2,5,3
2285,2555,2555,1317000.0,1,1,850.0,Single Family,Renfrew Heights,10,8,8,6,9,7,4,9,8,6,6,3,6,7,2
2286,2556,2556,3999000.0,3,3,1603.0,Condo,Coal Harbour,2,9,8,4,10,10,10,10,9,9,7,8,10,8,7
2287,2557,2557,2698000.0,6,3,1968.0,Single Family,Renfrew Heights,10,8,8,6,9,7,4,9,8,6,6,3,6,7,2
2288,2559,2559,3580000.0,4,3,3193.0,Single Family,Bayridge,10,7,8,10,2,2,2,3,7,2,0,1,2,3,1
2289,2560,2560,2250000.0,6,3,2367.0,Single Family,South Vancouver,9,10,8,5,5,7,4,6,10,6,6,3,5,6,3
2290,2561,2561,2698000.0,7,3,2021.0,Single Family,Renfrew Heights,10,8,8,6,9,7,4,9,8,6,6,3,6,7,2
2291,2563,2563,399000.0,1,1,540.0,Condo,West End VW,9,8,10,2,10,10,8,9,8,9,9,7,9,6,7
2292,2564,2564,2490000.0,2,3,1943.0,Single Family,Renfrew Heights,10,8,8,6,9,7,4,9,8,6,6,3,6,7,2
2293,2565,2565,1188000.0,2,2,1158.0,Condo,Renfrew Heights,7,8,9,8,7,6,5,4,9,5,3,3,6,3,3
2294,2566,2566,4360000.0,7,5,4342.0,Single Family,Renfrew Heights,8,7,8,5,9,9,6,7,7,7,6,4,7,6,3
2295,2567,2567,899000.0,2,2,956.0,Condo,Renfrew Heights,6,9,7,2,10,10,10,10,8,9,8,9,10,9,8
2296,2568,2568,1099900.0,2,2,778.0,Condo,Pemberton NV,3,5,9,10,8,7,5,7,8,6,4,3,7,1,2
2297,2569,2569,1609000.0,2,2,1147.0,Condo,West End VW,2,10,8,2,10,10,10,10,8,9,7,9,10,10,8
2298,2573,2573,3149000.0,3,3,2489.0,Single Family,Dundarave,9,8,10,9,7,5,5,3,9,4,2,2,5,2,3
2299,2574,2574,1380000.0,2,3,1432.0,Townhome,Oakridge VW,9,9,8,5,4,7,5,8,9,6,7,4,7,8,1
2300,2575,2575,2500000.0,2,3,1570.0,Condo,West End VW,0,9,8,2,10,10,10,10,9,9,7,8,10,8,9
2301,2576,2576,3900000.0,4,3,4000.0,Single Family,Shaughnessy,5,9,9,5,6,7,6,8,8,6,6,3,6,9,2
2302,2577,2577,4568000.0,2,3,2002.0,Condo,Shaughnessy,5,9,8,5,9,10,10,10,10,9,5,7,10,9,7
2303,2579,2579,4880000.0,6,5,4636.0,Single Family,Dundarave,10,8,7,9,7,5,5,3,8,4,2,2,5,6,3
2304,2581,2581,3088000.0,6,3,1777.0,Single Family,Collingwood VE,4,10,8,7,9,9,6,9,8,7,6,4,7,7,2
2305,2583,2583,1736000.0,2,3,1278.0,Condo,Metrotown,6,7,8,6,10,9,6,9,9,8,5,4,10,6,4
2306,2584,2584,4198800.0,11,10,6400.0,Single Family,South Granville,9,8,8,7,5,6,5,6,8,6,6,3,6,8,1
2307,2585,2585,749000.0,1,1,444.0,Condo,Yaletown,3,10,9,2,10,10,9,10,10,9,8,8,10,8,8
2308,2586,2586,3260000.0,4,3,2848.0,Single Family,Shaughnessy,9,9,8,5,8,8,6,7,9,7,6,4,7,7,3
2309,2588,2588,2790000.0,7,4,3100.0,Single Family,Canyon Heights NV,10,6,8,10,7,4,2,3,6,4,3,2,4,8,0
2310,2589,2589,4990000.0,2,3,2203.0,Condo,Downtown VW,2,10,8,4,9,10,10,10,8,10,6,9,10,10,10
2311,2590,2590,998000.0,2,2,921.0,Condo,Yaletown,9,10,8,3,10,10,9,9,10,9,7,8,10,7,7
2312,2592,2592,2100000.0,6,3,2170.0,Single Family,Parkcrest,9,9,9,9,7,4,4,5,6,5,4,2,4,3,1
2313,2593,2593,349000.0,1,1,547.0,Condo,Parkcrest,9,8,10,2,10,10,8,9,8,9,9,7,9,6,7
2314,2594,2594,2398000.0,3,2,1296.0,Condo,Parkcrest,6,9,8,3,10,10,9,9,9,9,8,8,10,8,7
2315,2596,2596,590000.0,2,1,915.0,Condo,Oakridge VW,9,9,8,5,3,6,5,7,8,6,6,3,6,9,2
2316,2598,2598,3128000.0,5,4,3244.0,Single Family,Sentinel Hill,9,9,8,9,7,6,5,4,8,5,3,2,7,1,2
2317,2599,2599,2500000.0,4,1,2032.0,Single Family,Central BN,5,7,9,8,3,5,4,6,5,5,3,3,6,6,2
2318,2600,2600,1799880.0,6,4,3621.0,Single Family,Westlynn,2,9,10,10,7,5,4,6,10,5,1,3,4,9,3
2319,2602,2602,988000.0,2,1,738.0,Condo,Mount Pleasant VE,3,9,10,5,9,10,9,10,8,9,9,7,10,8,6
2320,2603,2603,1999999.0,5,2,2787.0,Single Family,Upper Deer Lake,9,8,9,9,5,5,4,7,8,6,3,3,6,1,2
2321,2604,2604,1990000.0,0,1,750.0,Single Family,Metrotown,6,9,9,7,9,8,5,9,9,7,6,4,8,9,3
2322,2605,2605,1398000.0,2,2,1177.0,Condo,Metrotown,8,7,9,3,10,10,8,9,7,9,7,7,10,8,6
2323,2606,2606,1888000.0,4,2,1900.0,Single Family,Brentwood Park,10,8,9,7,7,6,5,6,8,6,6,3,5,9,2
2324,2607,2607,929000.0,3,2,925.0,Townhome,Collingwood VE,9,10,8,5,9,8,5,9,9,7,7,4,6,6,3
2325,2608,2608,2980000.0,6,2,2360.0,Single Family,South Vancouver,3,9,8,8,9,6,5,7,10,6,6,3,6,2,4
2326,2610,2610,704995.0,1,1,505.0,Condo,Downtown VW,3,9,8,4,10,10,9,10,9,9,8,8,10,8,7
2327,2611,2611,1299000.0,2,3,1336.0,Condo,False Creek,3,6,8,5,10,10,9,9,9,9,7,8,10,9,6
2328,2612,2612,929000.0,2,2,872.0,Townhome,Collingwood VE,9,10,8,5,9,8,5,9,9,7,7,4,6,6,3
2329,2613,2613,1048800.0,2,2,855.0,Condo,Metrotown,7,7,8,6,8,7,6,8,6,6,5,4,8,6,3
2330,2614,2614,3980000.0,7,4,3950.0,Single Family,South Granville,4,8,8,6,6,6,5,8,10,6,6,3,6,8,3
2331,2615,2615,1888000.0,4,3,1804.0,Townhome,Marpole,4,9,9,8,8,6,5,7,8,6,6,3,6,7,1
2332,2616,2616,1180000.0,3,3,1097.0,Condo/Townhome,Collingwood VE,7,9,8,5,9,8,4,8,9,7,6,4,6,8,3
2333,2617,2617,4299000.0,5,5,4860.0,Single Family,Ambleside,10,8,8,9,6,5,4,3,8,5,3,2,5,8,2
2334,2618,2618,1399000.0,3,2,1489.0,Townhome,Collingwood VE,9,10,8,5,9,8,5,9,9,7,7,4,6,6,3
2335,2619,2619,3298000.0,9,7,3359.0,Single Family,Knight,4,8,8,4,8,8,6,8,9,6,7,4,6,6,4
2336,2620,2620,899000.0,2,2,783.0,Condo,Brentwood Park,8,8,9,8,8,7,6,7,10,6,4,3,6,3,4
2337,2621,2621,1289900.0,1,1,804.0,Condo,Park Royal,6,8,10,9,9,7,6,6,9,6,3,3,8,0,3
2338,2622,2622,2299900.0,2,3,1508.0,Townhome,Park Royal,6,8,10,9,9,7,6,6,9,6,3,3,8,0,3
2339,2623,2623,1399000.0,2,2,1104.0,Condo,Cambie,5,8,9,9,5,7,6,8,8,7,5,4,7,9,2
2340,2624,2624,999999.0,2,2,812.0,Condo,Downtown VW,3,9,8,4,10,10,9,10,9,9,8,8,10,8,7
2341,2626,2626,999999.0,2,2,1031.0,Condo,University VW,5,5,10,7,8,5,5,6,8,5,4,2,3,8,3
2342,2627,2627,2099000.0,3,2,1859.0,Single Family,Collingwood VE,9,9,8,5,8,7,4,8,8,7,6,4,6,8,2
2343,2628,2628,2598000.0,5,3,2589.0,Single Family,Westmount WV,5,9,10,10,1,3,2,3,9,3,0,1,2,0,1
2344,2629,2629,2108000.0,3,3,1457.0,Condo,Cambie,5,8,9,9,5,7,6,8,8,7,5,4,7,9,2
